xMercuryAtSun,yMercuryAtSun,xVenusAtSun,yVenusAtSun,xEarthAtSun,yEarthAtSun,xMarsAtSun,yMarsAtSun,xMoonAtEarth,yMoonAtEarth,xPhobosAtMars,yPhobosAtMars,xDeimosAtMars,yDeimosAtMars
4613870,-68655249,65636640,-86802374,148402047,20301577,-100185892,221143117,-303967,254633,-8204,-2252,-19814,7219
7960424,-68053465,68004619,-84955138,147989976,22839720,-102010048,220449546,-348451,181556,-4136,-8373,1908,23340
11282750,-67244730,70320493,-83042808,147534031,25371232,-103827161,219740759,-376036,99512,2679,-8966,20808,4992
14570272,-66228725,72582486,-81066851,147034288,27895313,-105637119,219016828,-384796,12377,7725,-3664,8956,-20738
17812162,-65005429,74788868,-79028781,146490843,30411156,-107439808,218277827,-373649,-75444,7573,4070,-16124,-15836
20997303,-63575151,76937945,-76930159,145903819,32917953,-109235114,217523830,-342553,-159215,2178,8951,-17410,12444
24114266,-61938563,79028072,-74772592,145273366,35414897,-111022927,216754913,-292649,-234144,-4751,7470,7012,22345
27151281,-60096744,81057643,-72557731,144599663,37901184,-112803134,215971149,-226305,-295733,-8328,687,21069,-757
30096217,-58051225,83025100,-70287270,143882915,40376023,-114575627,215172616,-147038,-340149,-6164,-6604,3994,-22748
32936547,-55804053,84928930,-67962944,143123351,42838633,-116340295,214359390,-59304,-364550,130,-9504,-18983,-11136
35659337,-53357848,86767671,-65586531,142321222,45288253,-118097029,213531548,31813,-367334,6342,-6160,-13945,16910
38251223,-50715884,88539904,-63159847,141476795,47724143,-119845722,212689167,120968,-348269,8331,1256,11686,19986
40698399,-47882172,90244265,-60684746,140590346,50145578,-121586265,211832327,202943,-308513,4626,7779,20043,-6465
42986609,-44861558,91879437,-58163120,139662162,52551855,-123318554,210961105,273014,-250507,-2320,8805,-1209,-23370
45101155,-41659829,93444156,-55596895,138692531,54942286,-125042481,210075581,327264,-177792,-7619,3562,-20684,-5758
47026904,-38283841,94937212,-52988032,137681740,57316198,-126757942,209175835,362838,-94730,-7601,-4199,-9626,20347
48748322,-34741646,96357446,-50338524,136630076,59672926,-128464833,208261947,378096,-6182,-2428,-9148,15644,16410
50249518,-31042648,97703754,-47650397,135537823,62011813,-130163049,207333999,372667,82851,4358,-8066,17792,-11778
51514317,-27197760,98975088,-44925706,134405263,64332200,-131852489,206392072,347391,167565,8265,-1677,-6342,-22567
52526355,-23219582,100170457,-42166533,133232678,66633430,-133533049,205436248,304164,243645,6595,5811,-21122,-33
53269214,-19122579,101288923,-39374988,132020352,68914841,-135204629,204466609,245723,307475,348,9227,-4715,22545
53726594,-14923272,102329611,-36553208,130768574,71175766,-136867128,203483238,175394,356257,-6137,6079,18647,11833
53882536,-10640424,103291698,-33703352,129477644,73415531,-138520446,202486220,96866,388047,-8298,-1380,14455,-16369
53721700,-6295221,104174426,-30827601,128147869,75633460,-140164484,201475637,13986,401728,-4757,-7926,-11093,-20386
53229700,-1911423,104977092,-27928158,126779571,77828872,-141799144,200451576,-69380,396958,1966,-9210,-20272,5690
52393516,2484507,105699054,-25007246,125373084,80001083,-143424327,199414120,-149465,374106,7397,-4444,481,23365
51201962,6863346,106339733,-22067102,123928757,82149407,-145039938,198363355,-222661,334198,7893,3259,20514,6529
49646239,11193115,106898609,-19109983,122446954,84273157,-146645879,197299367,-285589,278893,2978,8692,10240,-19958
47720528,15439198,107375223,-16138159,120928054,86371646,-148242055,196222243,-335164,210475,-4023,7973,-15167,-16961
45422641,19564586,107769179,-13153912,119372453,88444183,-149828372,195132069,-368689,131855,-8170,1579,-18187,11070
42754677,23530275,108080144,-10159535,117780566,90490079,-151404735,194028934,-383986,46570,-6632,-5945,5644,22759
39723662,27295849,108307847,-7157332,116152829,92508645,-152971051,192912924,-379582,-41247,-608,-9488,21128,822
36342112,30820237,108452080,-4149613,114489697,94499193,-154527227,191784128,-354917,-126988,5825,-6783,5400,-22330
32628468,34062667,108512698,-1138695,112791656,96461038,-156073172,190642636,-310568,-205767,8405,388,-18315,-12502
28607332,36983768,108489620,1873100,111059215,98393506,-157608795,189488535,-248402,-272757,5297,7263,-14989,15779
24309456,39546787,108382828,4883451,109292912,100295936,-159134004,188321917,-171617,-323607,-1493,9041,10462,20765
19771430,41718842,108192369,7890032,107493310,102167686,-160648710,187142870,-84590,-354892,-7216,4384,20452,-4933
15035058,43472129,107918353,10890519,105660995,104008138,-162152824,185951485,7447,-364489,-7863,-3383,226,-23340
10146413,44784975,107560953,13882592,103796567,105816704,-163646258,184747854,98869,-351795,-3125,-8870,-20344,-7285
5154646,45642648,107120407,16863933,101900637,107592821,-165128925,183532068,184156,-317751,3704,-8478,-10876,19525
110597,46037856,106597018,19832232,99973818,109335953,-166600736,182304219,258339,-264693,8096,-2516,14642,17503
-4934665,45970879,105991149,22785186,98016725,111045587,-168061606,181064398,317337,-196073,7073,5099,18528,-10383
-9931285,45449342,105303230,25720501,96029969,112721229,-169511450,179812699,358165,-116136,1188,9170,-4965,-22925
-14831921,44487655,104533753,28635896,94014156,114362402,-170950182,178549214,379035,-29578,-5521,6741,-21134,-1625
-19592840,43106189,103683273,31529101,91969889,115968638,-172377719,177274038,379354,58767,-8318,-483,-6101,22078
-24174743,41330273,102752409,34397862,89897766,117539481,-173793977,175987263,359663,144209,-5344,-7407,17932,13169
-28543302,39189094,101741840,37239941,87798383,119074477,-175198873,174688985,321517,222439,1237,-9376,15475,-15196
-32669430,36714600,100652309,40053118,85672334,120573178,-176592326,173379297,267324,289722,7010,-5177,-9853,-21112
-36529292,33940459,99484621,42835193,83520215,122035139,-177974254,172058296,200156,343034,8139,2431,-20634,4137
-40104131,30901124,98239641,45583989,81342627,123459914,-179344576,170726076,123548,380146,3743,8354,-957,23283
-43379940,27631046,96918294,48297351,79140174,124847059,-180703213,169382733,41299,399647,-3255,8402,20128,8029
-46347037,24164033,95521567,50973149,76913469,126196134,-182050085,168028364,-42695,400931,-7936,2468,11476,-19083
-48999586,20532751,94050506,53609280,74663135,127506698,-183385115,166663065,-124593,384145,-7047,-5225,-14137,-18013
-51335102,16768374,92506215,56203670,72389804,128778316,-184708223,165286933,-200715,350135,-1346,-9391,-18876,9652
-53353962,12900341,90889855,58754274,70094119,130010556,-186019333,163900066,-267623,300386,5261,-7343,4244,23068
-55058945,8956214,89202648,61259080,67776735,131202991,-187318368,162502561,-322195,236982,8404,-471,21093,2401
-56454816,4961622,87445867,63716108,65438321,132355199,-188605253,161094517,-361685,162575,5912,6687,6773,-21809
-57547941,940255,85620847,66123414,63079555,133466765,-189879913,159676031,-383814,80373,-653,9191,-17557,-13818
-58345970,-3086085,83728972,68479091,60701134,134537278,-191142273,158247203,-386887,-5872,-6742,5172,-15965,14579
-58857543,-7097415,81771683,70781269,58303768,135566335,-192392259,156808132,-369954,-91918,-8059,-2527,9189,21445
-59092062,-11075465,79750473,73028117,55888186,136553542,-193629798,155358918,-333011,-173126,-3801,-8513,20771,-3369
-59059483,-15003571,77666886,75217847,53455138,137498515,-194854819,153899660,-277212,-244678,3019,-8818,1654,-23204
-58770157,-18866562,75522517,77348713,51005397,138400884,-196067249,152430459,-205036,-301910,7859,-3325,-19908,-8779
-58234694,-22650638,73319012,79419013,48539757,139260302,-197267017,150951415,-120322,-340766,7482,4352,-12083,18611
-57463856,-26343258,71058062,81427090,46059032,140076447,-198454053,149462629,-28099,-358296,2011,9029,13578,18509
-56468475,-29933027,68741408,83371336,43564054,140849029,-199628288,147964204,65825,-353084,-4852,7343,19181,-8931
-55259384,-33409592,66370835,85250189,41055659,141577795,-200789652,146456239,155440,-325459,-8263,428,-3563,-23182
-53847369,-36763547,63948174,87062139,38534686,142262526,-201938077,144938838,235155,-277442,-5891,-6816,-21046,-3201
-52243134,-39986337,61475298,88805724,36001964,142903031,-203073495,143412103,300307,-212443,493,-9462,-7466,21507
-50457275,-43070180,58954122,90479538,33458316,143499148,-204195841,141876136,347480,-134824,6566,-5860,17139,14443
-48500262,-46007988,56386601,92082225,30904549,144050734,-205305046,140331041,374608,-49444,8310,1592,16420,-13952
-46382435,-48793304,53774729,93612487,28341459,144557660,-206401047,138776920,380933,38741,4466,7943,-8561,-21746
-44113994,-51420232,51120538,95069080,25769832,145019811,-207483777,137213878,366871,124980,-2458,8752,-20901,2574
-41705008,-53883390,48426094,96450817,23190446,145437080,-208553173,135642019,333836,204942,-7626,3343,-2393,23091
-39165419,-56177854,45693499,97756571,20604070,145809369,-209609171,134061446,284061,274861,-7406,-4449,19650,9499
-36505051,-58299120,42924887,98985271,18011469,146136583,-210651708,132472265,220428,331639,-2078,-9211,12653,-18125
-33733621,-60243061,40122422,100135909,15413407,146418638,-211680721,130874581,146292,372909,4655,-7840,-13035,-18986
-30860759,-62005896,37288299,101207537,12810643,146655451,-212696151,129268499,65330,397069,8331,-1316,-19481,8191
-27896017,-63584159,34424738,102199269,10203937,146846945,-213697934,127654124,-18619,403292,6465,6059,2829,23267
-24848892,-64974675,31533986,103110281,7594052,146993051,-214686012,126031563,-101703,391512,186,9255,20960,3978
-21728844,-66174538,28618315,103939815,4981752,147093704,-215660325,124400922,-180174,362391,-6203,5916,8112,-21191
-18545316,-67181094,25680018,104687174,2367807,147148846,-216620813,122762307,-250512,317260,-8184,-1636,-16716,-15067
-15307756,-67991929,22721407,105351730,-247010,147158425,-217567419,121115826,-309512,258073,-4452,-8078,-16874,13305
-12025639,-68604854,19744815,105932917,-2861922,147122400,-218500085,119461586,-354369,187344,2308,-9083,7882,22023
-8708488,-69017905,16752591,106430237,-5476143,147040736,-219418754,117799694,-382751,108097,7557,-4097,20991,-1785
-5365903,-69229333,13747096,106843260,-8088880,146913410,-220323370,116130258,-392880,23829,7818,3577,3079,-22963
-2007581,-69237607,10730708,107171621,-10699336,146740405,-221213878,114453386,-383639,-61544,2808,8806,-19381,-10225
1356657,-69041420,7705812,107415024,-13306701,146521719,-222090222,112769187,-354703,-143756,-4135,7877,-13240,17605
4716842,-68639692,4674804,107573241,-15910157,146257358,-222952348,111077770,-306696,-218304,-8132,1346,12454,19433
8062826,-68031582,1640086,107646112,-18508872,145947345,-223800204,109379243,-241364,-280651,-6394,-6157,19741,-7444
11384259,-67216505,-1395933,107633546,-21102000,145591721,-224633735,107673717,-161712,-326543,-258,-9468,-2137,-23332
14670562,-66194153,-4430846,107535520,-23688683,145190550,-225452890,105961300,-72023,-352437,6068,-6489,-20864,-4758
17910893,-64964515,-7462240,107352081,-26268050,144743925,-226257618,104242103,22314,-355986,8406,752,-8797,20833
21094129,-63527909,-10487705,107083344,-28839225,144251974,-227047866,102516236,115230,-336479,5139,7466,16262,15660
24208829,-61885020,-13504835,106729495,-31401332,143714864,-227823586,100783810,200596,-295054,-1641,9019,17284,-12652
27243215,-60036941,-16511228,106290786,-33953508,143132795,-228584728,99044935,272920,-234615,-7243,4193,-7224,-22279
30185141,-57985217,-19504490,105767539,-36494907,142506000,-229331243,97299724,327908,-159441,-7703,-3622,-21074,995
33022071,-55731912,-22482234,105160145,-39024705,141834736,-230063082,95548286,362784,-74631,-2800,-8951,-3812,22792
35741056,-53279665,-25442088,104469065,-41542098,141119279,-230780199,93790735,376330,14467,4009,-8270,19076,10933
38328719,-50631771,-28381689,103694823,-44046309,140359915,-231482546,92027182,368728,102709,8187,-2142,13772,-17086
40771241,-47792267,-31298691,102838017,-46536572,139556939,-232170077,90257739,341308,185456,6953,5385,-11875,-19867
43054353,-44766025,-34190767,101899307,-49012143,138710653,-232842747,88482520,296275,258738,1018,9232,-19999,6683
45163342,-41558863,-37055605,100879424,-51472285,137821362,-233500511,86701637,236482,319328,-5603,6606,1406,23360
47083063,-38177672,-39890919,99779161,-53916276,136889377,-234143325,84915204,165230,364759,-8235,-719,20727,5538
48797972,-34630544,-42694441,98599380,-56343401,135915014,-234771146,83123333,86118,393323,-5073,-7566,9421,-20474
50292168,-30926925,-45463932,97341007,-58752952,134898594,-235383930,81326139,2914,404060,1572,-9272,-15803,-16240
51549468,-27077779,-48197178,96005031,-61144229,133840442,-235981635,79523737,-80564,396741,7192,-4831,-17706,11964
52553505,-23095759,-50891993,94592507,-63516537,132740888,-236564221,77716239,-160562,371854,8082,2781,6537,22503
53287863,-18995390,-53546224,93104548,-65869185,131600267,-237131646,75903762,-233499,330573,3569,8506,21113,-200
53736249,-14793259,-56157748,91542335,-68201486,130418921,-237683871,74086419,-296072,274723,-3382,8335,4498,-22613
53882720,-10508202,-58724478,89907103,-70512755,129197195,-238220856,72264327,-345368,206720,-7923,2259,-18768,-11623
53711959,-6161478,-61244362,88200152,-72802307,127935442,-238742562,70437601,-378953,129513,-6846,-5433,-14330,16518
53209617,-1776930,-63715386,86422838,-75069460,126634025,-239248951,68606356,-394967,46510,-1015,-9393,11265,20273
52362721,2618897,-66135576,84576574,-77313529,125293311,-239739987,66770709,-392210,-38507,5519,-7064,20209,-5929
51160154,6996696,-68502999,82662832,-79533831,123913678,-240215632,64930775,-370232,-121471,8429,-85,-699,-23372
49593195,11324404,-70815765,80683135,-81729679,122495514,-240675850,63086673,-329431,-198137,5757,6929,-20586,-6301
47656129,15567331,-73072027,78639063,-83900381,121039219,-241120607,61238518,-271160,-264236,-814,9200,-10078,20067
45346888,19688398,-75269986,76532248,-86045245,119545208,-241549867,59386428,-197823,-315681,-6790,5006,15305,16806
42667714,23648553,-77407889,74364371,-88163571,118013913,-241963598,57530520,-112941,-348851,-7933,-2752,18072,-11293
39625791,27407345,-79484033,72137165,-90254656,116445786,-242361765,55670913,-21113,-360961,-3507,-8608,-5859,-22705
36233810,30923700,-81496766,69852409,-92317797,114841309,-242744336,53807723,72167,-350469,3326,-8632,-21149,-598
32510397,34156873,-83444485,67511931,-94352292,113200993,-243111280,51941070,160922,-317441,7975,-2942,-5211,22392
28480342,37067553,-85325644,65117603,-96357451,111525381,-243462566,50071072,239268,-263736,7373,4675,18413,12311
24174581,39619088,-87138748,62671339,-98332603,109815050,-243798162,48197848,302086,-192913,1832,9126,14834,-15963
19629874,41778734,-88882359,60175096,-100277105,108070602,-244118040,46321516,345590,-109827,-4952,7234,-10666,-20653
14888167,43518860,-90555098,57630873,-102190342,106292657,-244422171,44442197,367640,-20035,-8210,212,-20423,5141
9995648,44817991,-92155640,55040703,-104071731,104481848,-244710526,42560010,367768,70824,-5656,-6979,-28,23349
5001538,45661619,-93682723,52406660,-105920718,102638813,-244983078,40675074,346956,157531,816,-9383,20399,7062
-43294,46042680,-95135142,49730851,-107736771,100764190,-245239800,38787511,307307,235599,6767,-5520,10691,-19658
-5087798,45961684,-96511754,47015416,-109519381,98858616,-245480666,36897441,251706,301408,8273,1972,-14819,-17341
-10082174,45426470,-97811480,44262527,-111268055,96922728,-245705650,35004983,183534,352231,4289,8133,-18451,10572
-14979177,44451644,-99033301,41474385,-112982316,94957161,-245914728,33110260,106456,386187,-2602,8712,5153,22881
-19735197,43057743,-100176264,38653219,-114661698,92962549,-246107877,31213392,24268,402189,-7639,3156,21139,1380
-24311080,41270227,-101239478,35801283,-116305750,90939525,-246285072,29314502,-59209,399887,-7242,-4651,5893,-22156
-28672655,39118386,-102222119,32920854,-117914029,88888725,-246446292,27413710,-140221,379630,-1773,-9234,-18066,-12976
-32790995,36634234,-103123429,30014233,-119486105,86810782,-246591514,25511139,-215158,342440,4922,-7579,-15351,15362
-36642422,33851475,-103942714,27083740,-121021555,84706330,-246720718,23606912,-280651,289986,8380,-915,10020,21017
-40208331,30804575,-104679349,24131712,-122519965,82576005,-246833884,21701150,-333672,224554,6316,6339,20588,-4382
-43474852,27527973,-105332775,21160503,-123980927,80420441,-246930991,19793976,-371640,149003,11,9295,733,-23303
-46432426,24055449,-105902501,18172480,-125404042,78240274,-247012022,17885515,-392540,66695,-6273,5773,-20210,-7820
-49075328,20419630,-106388103,15170022,-126788910,76036143,-247076958,15975888,-395029,-18597,-8092,-1847,-11315,19212
-51401165,16651640,-106789228,12155519,-128135139,73808690,-247125782,14065220,-378536,-102812,-4192,-8185,14279,17869
-53410396,12780862,-107105588,9131368,-129442338,71558561,-247158477,12153634,-343347,-181744,2609,-8922,18781,-9873
-55105867,8834802,-107336965,6099973,-130710117,69286408,-247175028,10241255,-290664,-251207,7695,-3715,-4473,-23028
-56492395,4839027,-107483210,3063740,-131938087,66992894,-247175420,8328206,-222653,-307230,7725,3932,-21124,-2186
-57576393,817172,-107544241,25078,-133125863,64678690,-247159638,6414613,-142448,-346286,2618,8939,-6592,21887
-58365542,-3209019,-107520046,-3013601,-134273059,62344485,-247127669,4500600,-54113,-365549,-4257,7792,17669,13626
-58868511,-7219616,-107410682,-6049895,-135379293,59990981,-247079501,2586292,37482,-363189,-8108,1147,15828,-14761
-59094722,-11196399,-107216271,-9081397,-136444192,57618904,-247015121,671815,126905,-338662,-6197,-6322,-9405,-21348
-59054144,-15122752,-106937008,-12105712,-137467391,55229001,-246934519,-1242704,208538,-292940,45,-9414,-20750,3585
-58757140,-18983547,-106573151,-15120450,-138448543,52822044,-246837683,-3157143,277088,-228603,6284,-6164,-1469,23227
-58214325,-22765024,-106125029,-18123233,-139387328,50398827,-246724605,-5071374,328140,-149698,8391,1153,19980,8553
-57436466,-26454679,-105593035,-21111692,-140283452,47960162,-246595275,-6985270,358638,-61369,4960,7695,11907,-18752
-56434395,-30041149,-104977632,-24083475,-141136657,45506870,-246449686,-8898705,367157,30695,-1804,9006,-13759,-18369
-55218944,-33514114,-104279345,-27036242,-141946719,43039774,-246287831,-10811553,353912,120858,-7282,4025,-19110,9139
-53800899,-36864192,-103498769,-29967675,-142713443,40559697,-246109702,-12723686,320541,204020,-7575,-3817,3745,23150
-52190959,-40082854,-102636560,-32875470,-143436663,38067452,-245915296,-14634978,269751,275938,-2525,-8992,21068,2962
-50399719,-43162341,-101693440,-35757350,-144116233,35563842,-245704605,-16545300,204951,333361,4278,-8033,7254,-21601
-48437643,-46095587,-100670196,-38611055,-144752026,33049663,-245477628,-18454524,129934,374026,8260,-1732,-17275,-14270
-46315068,-48876149,-99567674,-41434355,-145343933,30525699,-245234360,-20362524,48644,396588,6812,5702,-16304,14134
-44042190,-51498151,-98386786,-44225043,-145891855,27992729,-244974800,-22269171,-34977,400520,827,9305,8735,21660
-41629074,-53956225,-97128502,-46980942,-146395708,25451522,-244698945,-24174336,-117098,386030,-5699,6484,20871,-2807
-39085658,-56245461,-95793854,-49699903,-146855420,22902842,-244406796,-26077892,-194054,353998,-8176,-918,2160,-23130
-36421763,-58361366,-94383932,-52379811,-147270929,20347446,-244098351,-27979708,-262420,305934,-4849,-7682,-19740,-9299
-33647103,-60299825,-92899886,-55018582,-147642182,17786084,-243773613,-29879657,-319080,243956,1863,-9138,-12507,18263
-30771305,-62057067,-91342921,-57614168,-147969137,15219500,-243432584,-31777608,-361315,170762,7350,-4455,13194,18846
-27803919,-63629636,-89714299,-60164557,-148251758,12648432,-243075265,-33673433,-386916,89599,8006,3165,19400,-8407
-24754441,-65014365,-88015338,-62667776,-148490015,10073611,-242701660,-35567001,-394314,4184,3371,8675,-3061,-23248
-21632330,-66208356,-86247408,-65121887,-148683885,7495766,-242311775,-37458183,-382708,-81394,-3527,8272,-21002,-3755
-18447028,-67208963,-84411932,-67524999,-148833344,4915620,-241905613,-39346849,-352182,-162841,-7929,2075,-7948,21278
-15207985,-68013779,-82510387,-69875258,-148938372,2333899,-241483182,-41232869,-303785,-235851,-6686,-5598,16845,14882
-11924675,-68620623,-80544296,-72170856,-148998951,-248673,-241044488,-43116111,-239568,-296343,-735,-9362,16742,-13498
-8606625,-69027535,-78515232,-74410028,-149015064,-2831366,-240589539,-44996446,-162553,-340705,5745,-6759,-8093,-21948
-5263436,-69232776,-76424819,-76591058,-148986695,-5413441,-240118344,-46873741,-76640,-366056,8436,330,-20983,2016
-1904808,-69234821,-74274721,-78712275,-148913837,-7994151,-239630912,-48747868,13554,-370475,5579,7195,-2901,22996
1459433,-69032368,-72066652,-80772058,-148796486,-10572735,-239127255,-50618693,102931,-353213,-999,9215,19466,10014
4819314,-68624345,-69802366,-82768832,-148634651,-13148418,-238607383,-52486086,186209,-314848,-6857,4854,13061,-17766
8164681,-68009920,-67483660,-84701079,-148428358,-15720412,-238071309,-54349914,258306,-257356,-7841,-2940,-12634,-19309
11485177,-67188515,-65112371,-86567327,-148177651,-18287913,-237519047,-56210047,314752,-184054,-3265,-8667,-19684,7660
14770215,-66159831,-62690374,-88366160,-147882603,-20850107,-236950610,-58066352,352095,-99399,3592,-8422,2327,23311
18008948,-64923865,-60219584,-90096215,-147543311,-23406173,-236366013,-59918696,368232,-8621,8070,-2534,20898,4536
21190240,-63480948,-57701949,-91756184,-147159909,-25955291,-235765273,-61766948,362579,82745,7245,5023,8584,-20948
24302643,-61831775,-55139451,-93344815,-146732559,-28496644,-235148406,-63610975,336039,169356,1624,9232,-16408,-15491
27334367,-59977451,-52534106,-94860912,-146261452,-31029429,-234515431,-65450645,290802,246481,-5074,7129,-17186,12834
30273255,-57919539,-49887961,-96303335,-145746802,-33552854,-233866366,-67285823,230018,310288,-8184,23,7414,22203
33106758,-55660117,-47203090,-97671005,-145188846,-36066148,-233201231,-69116379,157450,357964,-5470,-7104,21055,-1221
35821915,-53201843,-44481598,-98962899,-144587834,-38568554,-232520047,-70942177,77152,387722,1090,-9278,3586,-22850
38405335,-50548034,-41725613,-100178054,-143944031,-41059330,-231822835,-72763085,-6760,398715,6940,-5160,-19182,-10726
40843186,-47702749,-38937289,-101315568,-143257712,-43537750,-231109619,-74578970,-90284,390924,8216,2377,-13640,17226
43121184,-44670889,-36118803,-102374600,-142529161,-46003103,-230380421,-76389697,-169620,365062,4084,8339,12045,19741
45224604,-41458302,-33272350,-103354367,-141758674,-48454688,-229635267,-78195133,-241241,322483,-2773,8673,19925,-6910
47138288,-38071911,-30400149,-104254150,-140946551,-50891818,-228874182,-79995145,-301940,265133,-7675,2984,-1627,-23359
48846678,-34519850,-27504433,-105073292,-140093101,-53313818,-228097192,-81789598,-348886,195520,-7119,-4816,-20785,-5308
50333864,-30811608,-24587451,-105811197,-139198639,-55720025,-227304326,-83578357,-379709,116689,-1521,-9227,-9259,20571
51583657,-26958197,-21651469,-106467334,-138263485,-58109789,-226495612,-85361290,-392603,32188,5152,-7300,15937,16075
52579684,-22972324,-18698762,-107041231,-137287962,-60482469,-225671079,-87138260,-386461,-53992,8410,-491,17578,-12178
53305528,-18868576,-15731617,-107532482,-136272393,-62837436,-224830758,-88909135,-361029,-137545,6143,6640,-6745,-22442
53744906,-14663603,-12752331,-107940745,-135217101,-65174069,-223974682,-90673779,-317035,-214026,-195,9339,-21120,429
53881886,-10376315,-9763208,-108265740,-134122407,-67491750,-223102881,-92432057,-256277,-279105,-6369,5634,-4310,22662
53701175,-6028047,-6766555,-108507249,-132988630,-69789864,-222215391,-94183835,-181636,-328873,-8034,-2030,18858,11429
53188459,-1642725,-3764687,-108665122,-131816086,-72067796,-221312246,-95928978,-96972,-360148,-3985,-8259,14160,-16697
52330814,2753023,-759918,-108739268,-130605096,-74324921,-220393481,-97667350,-6928,-370763,2866,-8742,-11456,-20155
51117186,7129804,2245436,-108729663,-129355981,-76560610,-219459135,-99398817,83366,-359778,7810,-3315,-20169,6138
49538937,11455472,5249062,-108636345,-128069074,-78774224,-218509244,-101123244,168647,-327591,7611,4308,900,23368
47590452,15695256,8248648,-108459415,-126744719,-80965114,-217543847,-102840496,243881,-275950,2397,9079,20629,6080
45269785,19812010,11241888,-108199039,-125383280,-83132626,-216562985,-104550436,304632,-207849,-4408,7704,9881,-20195
42579319,23766626,14226482,-107855445,-123985139,-85276098,-215566699,-106252930,347382,-127327,-8114,966,-15470,-16638
39526400,27518621,17200138,-107428922,-122550703,-87394868,-214555031,-107947843,369784,-39176,-6047,-6453,-17986,11474
36123896,31026914,20160573,-106919825,-121080406,-89488279,-213528025,-109635038,370815,51411,298,-9337,6053,22648
32390619,34250783,23105516,-106328569,-119574706,-91555678,-212485724,-111314381,350821,139241,6469,-5826,21141,358
28351551,37150980,26032710,-105655631,-118034087,-93596430,-211428175,-112985736,311418,219481,8356,1572,4998,-22462
24037814,39690950,28939911,-104901550,-116459056,-95609912,-210355424,-114648967,255292,287989,4752,7935,-18537,-12108
19486343,41838090,31824892,-104066925,-114850136,-97595524,-209267519,-116303939,185918,341511,-2002,8989,-14704,16116
14739230,43564939,34685443,-103152415,-113207867,-99552683,-208164509,-117950517,107258,377792,-7350,3861,10833,20547
9842778,44850227,37519375,-102158741,-111532799,-101480832,-207046444,-119588564,23482,395565,-7488,-3983,20361,-5385
4846284,45679668,40324519,-101086682,-109825491,-103379429,-205913374,-121217945,-61259,394484,-2304,-9008,-192,-23359
-199353,46046433,43098728,-99937076,-108086507,-105247954,-204765354,-122838525,-142998,375015,4508,-7784,-20472,-6844
-5243098,45951262,45839881,-98710818,-106316417,-107085903,-203602435,-124450167,-218046,338329,8312,-1311,-10523,19775
-10235209,45402216,48545880,-97408861,-104515795,-108892792,-202424673,-126052738,-283066,286211,6648,6033,14954,17192
-15128535,44414097,51214657,-96032215,-102685216,-110668148,-201232124,-127646100,-335115,220995,599,9378,18339,-10796
-19879592,43007612,53844170,-94581945,-100825260,-112411519,-200024844,-129230118,-371696,145523,-5826,6356,-5375,-22831
-24449372,41208359,56432407,-93059173,-98936505,-114122463,-198802892,-130804658,-390828,63115,-8152,-1099,-21159,-1162
-28803864,39045728,58977391,-91465073,-97019533,-115800558,-197566328,-132369583,-391142,-22463,-4676,-7770,-5702,22225
-32914301,36551806,61477174,-89800873,-95074919,-117445394,-196315211,-133924759,-372020,-107067,2106,-8991,18166,12783
-36757168,33760333,63929843,-88067854,-93103239,-119056575,-195049604,-135470050,-333748,-186291,7482,-4073,15199,-15545
-40314011,30705787,66333523,-86267348,-91105060,-120633713,-193769570,-137005321,-277659,-255669,7910,3561,-10230,-20909
-43571100,27422598,68686372,-84400738,-89080943,-122176432,-192475173,-138530437,-206239,-310966,3139,8848,-20556,4593
-46519003,23944516,70986591,-82469455,-87031440,-123684355,-191166478,-140045264,-123108,-348535,-3710,8201,-538,23318
-49152107,20304130,73232417,-80474981,-84957099,-125157105,-189843553,-141549665,-32874,-365693,-7968,1897,20269,7590
-51468116,16532511,75422129,-78418844,-82858467,-126594300,-188506465,-143043507,59174,-361040,-6572,-5736,11131,-19347
-53467567,12658988,77554048,-76302617,-80736090,-127995550,-187155284,-144526654,147500,-334642,-508,-9313,-14457,-17714
-55153378,8711007,79626538,-74127922,-78590526,-129360459,-185790080,-145998974,226773,-288055,5937,-6449,-18698,10072
-56530418,4714075,81638010,-71896420,-76422344,-130688622,-184410925,-147460330,292309,-224170,8425,755,4658,22988
-57605146,691768,83586916,-69609820,-74232133,-131979636,-183017892,-148910589,340410,-146946,5373,7468,21132,1937
-58385279,-3334228,85471758,-67269869,-72020500,-133233095,-181611055,-150349618,368573,-61062,-1224,9222,6379,-21970
-58879513,-7344037,87291086,-64878355,-69788072,-134448604,-180190490,-151777281,375595,28440,-6958,4696,-17801,-13441
-59097288,-11319490,89043498,-62437106,-67535498,-135625776,-178756273,-153193447,361560,116511,-7788,-3108,-15699,14937
-59048591,-15244022,90727642,-59947988,-65263448,-136764239,-177308484,-154597981,327749,198400,-3075,-8703,9575,21254
-58743792,-19102546,92342216,-57412903,-62972605,-137863639,-175847201,-155990750,276477,269918,3816,-8206,20705,-3828
-58193515,-22881345,93885971,-54833787,-60663669,-138923642,-174372506,-157371621,210881,327634,8143,-2122,1235,-23254
-57408528,-26567950,95357713,-52212612,-58337351,-139943935,-172884479,-158740461,134677,369003,7093,5380,-20060,-8348
-56399666,-30151035,96756297,-49551380,-55994370,-140924230,-171383206,-160097139,51916,392418,1378,9335,-11744,18887
