xMercuryAtSun,yMercuryAtSun,xVenusAtSun,yVenusAtSun,xEarthAtSun,yEarthAtSun,xMarsAtSun,yMarsAtSun,xMoonAtEarth,yMoonAtEarth,xPhobosAtMars,yPhobosAtMars,xDeimosAtMars,yDeimosAtMars
-59092799,-12151916,108053838,-10359745,-66876135,131097982,-247216026,7153527,-345950,112552,-7165,-5416,-5316,22366
-58989146,-16064814,108287140,-7357759,-69199784,129899341,-247191067,5239987,-368095,23265,-1283,-9326,18165,12450
-58631487,-19908643,108436971,-4350101,-71502200,128660356,-247149921,3326104,-368247,-67300,5438,-6926,14811,-15859
-58030498,-23669948,108503183,-1339089,-73782659,127381357,-247092577,1412005,-347343,-153951,8339,292,-10434,-20727
-57196984,-27336499,108485690,1672954,-76040436,126062698,-247019023,-502185,-307439,-232180,5305,7298,-20278,5010
-56141798,-30897190,108384470,4683707,-78274799,124704753,-246929248,-2416342,-251399,-298308,-1486,9171,-186,23359
-54875780,-34341931,108199566,7690843,-80485021,123307921,-246823243,-4330340,-182625,-349530,-7290,4760,20170,7212
-53409713,-37661553,107931082,10692037,-82670379,121872624,-246700999,-6244052,-104845,-383898,-8262,-2830,10730,-19585
-51754286,-40847717,107579189,13684969,-84830154,120399305,-246562507,-8157351,-21949,-400284,-3805,-8559,-14574,-17442
-49920076,-43892840,107144120,16667319,-86963638,118888427,-246407760,-10070112,62144,-398346,3170,-8564,-18359,10455
-47917531,-46790013,106626173,19636776,-89070133,117340479,-246236751,-11982207,143604,-378482,7933,-2681,4951,22926
-45756964,-49532939,106025709,22591036,-91148950,115755964,-246049475,-13893509,218791,-341786,7072,5082,20943,1533
-43448552,-52115872,105343152,25527804,-93199416,114135408,-245845927,-15803892,284366,-290002,1181,9245,5992,-22117
-41002337,-54533563,104578992,28444796,-95220870,112479354,-245626102,-17713228,337382,-225462,-5558,6993,-17821,-13096
-38428238,-56781213,103733779,31339742,-97212670,110788364,-245389998,-19621388,375381,-151011,-8584,21,-15319,15265
-35736057,-58854430,102808128,34210386,-99174186,109063014,-245137611,-21528246,396470,-69928,-5959,-6972,9788,21096
-32935494,-60749190,101802715,37054487,-101104810,107303895,-244868940,-23433673,399396,14162,593,-9347,20436,-4234
-30036162,-62461807,100718279,39869826,-103003953,105511613,-244583983,-25337540,383610,97391,6713,-5378,883,-23300
-27047602,-63988905,99555621,42654198,-104871042,103686785,-244282742,-27239719,349330,175740,8110,2338,-19982,-7954
-23979306,-65327392,98315602,45405426,-106705530,101830039,-243965216,-29140082,297611,245165,3733,8389,-11344,19143
-20840731,-66474439,96999146,48121351,-108506888,99942009,-243631407,-31038498,230412,301744,-3289,8552,14031,17978
-17641323,-67427468,95607234,50799843,-110274611,98023338,-243281318,-32934840,150659,341875,-8098,2873,18682,-9739
-14390538,-68184135,94140910,53438795,-112008219,96074669,-242914952,-34828977,62264,362543,-7548,-4726,-4282,-23060
-11097864,-68742323,92601273,56036132,-113707253,94096643,-242532313,-36720780,-29943,361650,-2037,-9214,-20924,-2326
-7772844,-69100133,90989484,58589805,-115371273,92089896,-242133407,-38610119,-120427,338379,4813,-7524,-6681,21851
-4425102,-69255886,89306758,61097801,-116999858,90055051,-241718238,-40496864,-203349,293505,8307,-647,17419,13760
-1064365,-69208121,87554368,63558137,-118592592,87992720,-241286814,-42380885,-273143,229540,5906,6673,15787,-14650
2299506,-68955600,85733644,65968866,-120149061,85903502,-240839142,-44262050,-325158,150604,-693,9272,-9182,-21414
5656502,-68497316,83845969,68328078,-121668847,83787992,-240375231,-46140231,-356205,62001,-6844,5455,-20591,3449
8996423,-67832505,81892780,70633901,-123151521,81646784,-239895090,-48015295,-364844,-30408,-8427,-2036,-1613,23227
12308863,-66960664,79875566,72884501,-124596647,79480480,-239398730,-49887112,-351361,-120853,-4467,-8195,19744,8702
15583180,-65881573,77795871,75078087,-126003782,77289699,-238886161,-51755551,-317503,-204160,2436,-8914,11927,-18670
18808464,-64595314,75655285,77212910,-127372485,75075075,-238357396,-53620480,-266086,-276067,7649,-3565,-13518,-18463
21973514,-63102311,73455453,79287265,-128702318,72837263,-237812448,-55481767,-200615,-333330,7471,4267,-19001,9017
25066808,-61403363,71198063,81299493,-129992851,70576936,-237251330,-57339281,-124964,-373718,1974,9064,3554,23186
28076479,-59499688,68884854,83247981,-131243666,68294785,-236674058,-59192889,-43143,-395926,-4931,7515,20861,3116
30990287,-57392973,66517608,85131165,-132454359,65991517,-236080647,-61042461,40850,-399488,-8514,846,7335,-21551
33795597,-55085436,64098154,86947530,-133624538,63667852,-235471113,-62887863,123145,-384688,-6472,-6398,-17030,-14386
36479358,-52579895,61628363,88695614,-134753831,61324527,-234845475,-64728963,200074,-352497,-175,-9425,-16253,14031
39028086,-49879840,59110147,90374005,-135841879,58962289,-234203751,-66565628,268247,-304518,6212,-6116,8510,21730
41427855,-46989526,56545461,91981345,-136888341,56581899,-233545959,-68397726,324636,-242947,8262,1417,20705,-2656
43664290,-43914075,53936296,93516333,-137892898,54184127,-232872122,-70225124,366656,-170518,4443,7932,2295,-23117
45722575,-40659582,51284681,94977719,-138855247,51769756,-232182259,-72047688,392261,-90437,-2535,8842,-19505,-9429
47587472,-37233248,48592683,96364315,-139775109,49339575,-231476394,-73865286,400037,-6305,-7797,3651,-12517,18186
49243352,-33643513,45862401,97674990,-140652226,46894383,-230754550,-75677783,389291,77995,-7865,-3999,12948,18947
50674248,-29900212,43095966,98908668,-141486365,44434982,-230016750,-77485048,360116,158429,-2764,-9024,19285,-8267
51863935,-26014739,40295543,100064340,-142277315,41962179,-229263021,-79286945,313450,230955,4153,-8047,-2881,-23270
52796039,-22000223,37463323,101141052,-143024889,39476781,-228493388,-81083341,251106,291690,8200,-1577,-20792,-3894
53454174,-17871715,34601527,102137914,-143728927,36979595,-227707878,-82874103,175779,337100,6456,5983,-8018,21232
53822138,-13646370,31712400,103054101,-144389291,34471423,-226906521,-84659096,91024,364202,115,9290,16594,15009
53884140,-9343642,28798212,103888849,-145005867,31953059,-226089344,-86438186,1182,370808,-6333,6111,16685,-13378
53625104,-4985448,25861256,104641459,-145578563,29425287,-225256379,-88211239,-88764,355771,-8520,-1223,-7879,-22004
53031019,-596322,22903843,105311296,-146107305,26888879,-224407656,-89978121,-173450,319244,-5086,-7764,-20810,1878
52089368,3796482,19928305,105897794,-146592034,24344586,-223543209,-91738696,-247499,262860,1690,-9180,-3028,22985
50789626,8162944,16936990,106400449,-147032696,21793147,-222663069,-93492831,-306021,189782,7298,-4408,19224,10158
49123814,12470312,13932259,106818827,-147429242,19235281,-221767272,-95240391,-345144,104540,7801,3411,13064,-17674
47087121,16683257,10916488,107152560,-147781617,16671698,-220855853,-96981241,-362461,12627,2756,8797,-12396,-19397
44678557,20764157,7892063,107401348,-148089759,14103104,-219928848,-98715247,-357271,-80068,-4252,7978,-19559,7533
41901603,24673549,4861379,107564958,-148353601,11530207,-218986295,-100442273,-330551,-167875,-8371,1670,2150,23337
38764841,28370757,1826838,107643227,-148573070,8953724,-218028232,-102162184,-284682,-245836,-6927,-5771,20681,4689
35282480,31814712,-1209153,107636059,-148748097,6374386,-217054700,-103874846,-223054,-310019,-931,-9420,8646,-20890
31474742,34964948,-4244184,107543428,-148878618,3792933,-216065738,-105580123,-149645,-357622,5662,-6789,-16161,-15603
27368035,37782742,-7275844,107365377,-148964580,1210123,-215061388,-107277881,-68676,-386940,8338,487,-17118,12725
22994855,40232354,-10301723,107102017,-149005944,-1373279,-214041694,-108967983,15634,-397245,5116,7399,7198,22265
18393388,42282272,-13319414,106753528,-149002687,-3956499,-213006699,-110650296,99231,-388660,-1749,9057,20875,-1069
13606789,43906383,-16326514,106320160,-148954800,-6538753,-211956449,-112324683,178315,-362034,-7425,4408,3704,-22827
8682160,45084972,-19320630,105802232,-148862294,-9119252,-210890989,-113991009,249402,-318858,-8116,-3236,-18943,-10854
3669294,45805440,-22299375,105200129,-148725197,-11697202,-209810367,-115649139,309376,-261197,-3459,-8759,-13633,17141
-1380744,46062709,-25260374,104514307,-148543555,-14271805,-208714631,-117298937,355541,-191646,3467,-8492,11804,19834
-6417090,45859241,-28201265,103745289,-148317434,-16842260,-207603831,-118940269,385703,-113289,8017,-2485,19794,-6766
-11390484,45204716,-31119702,102893666,-148046919,-19407761,-206478018,-120572999,398254,-29636,6947,5234,-1461,-23371
-16254524,44115386,-34013355,101960097,-147732118,-21967504,-205337243,-122196992,392278,55451,933,9224,-20567,-5444
-20966686,42613188,-36879912,100945306,-147373160,-24520681,-204181559,-123812111,367653,137890,-5760,6722,-9313,20516
-25489069,40724708,-39717085,99850085,-146970200,-27066491,-203011021,-125418223,325133,213527,-8541,-394,15687,16195
-29788852,38480068,-42522607,98675290,-146523414,-29604136,-201825684,-127015191,266394,278342,-5658,-7269,17503,-12051
-33838481,35911842,-45294235,97421843,-146033005,-32132824,-200625604,-128602880,194035,328666,940,-9364,-6541,-22489
-37615629,33054041,-48029754,96090731,-145499196,-34651777,-199410839,-130181156,111518,361412,6885,-5201,-20936,291
-41102967,29941215,-50726978,94683003,-144922234,-37160230,-198181448,-131749883,23050,374303,8057,2525,-4421,22641
-44287802,26607709,-53383751,93199771,-144302385,-39657434,-196937491,-133308926,-66598,366076,3520,8446,18613,11569
-47161636,23087066,-55997948,91642208,-143639929,-42142660,-195679028,-134858150,-152342,336656,-3526,8376,14144,-16597
-49719675,19411567,-58567480,90011550,-142935161,-44615198,-194406124,-136397420,-229080,287273,-8155,2488,-11225,-20234
-51960334,15611918,-61090294,88309090,-142188383,-47074361,-193118841,-137926601,-292067,220497,-7323,-5096,-20029,6007
-53884755,11717038,-63564374,86536182,-141399899,-49519481,-191817244,-139445558,-337311,140151,-1671,-9335,738,23384
-55496358,7753939,-65987742,84694236,-140570011,-51949908,-190501399,-140954158,-361956,51076,5069,-7394,20404,6233
-56800429,3747694,-68358464,82784718,-139699018,-54365006,-189171374,-142452264,-364582,-41246,8335,-441,9925,-20127
-57803763,-278555,-70674646,80809150,-138787208,-56764145,-187827237,-143939744,-345334,-131191,5744,6794,-15225,-16743
-58514345,-4303544,-72934440,78769109,-137834864,-59146698,-186469059,-145416462,-305857,-213486,-937,9193,-17900,11360
-58941083,-8307793,-75136044,76666221,-136842266,-61512034,-185096910,-146882285,-249044,-283640,-6984,5135,5848,22700
-59093578,-12273512,-77277702,74502166,-135809693,-63859516,-183710862,-148337078,-178666,-338208,-8299,-2442,20949,512
-58981936,-16184487,-79357708,72278673,-134737430,-66188497,-182310990,-149780708,-98987,-374894,-4121,-8421,5100,-22429
-58616614,-20025959,-81374407,69997520,-133625771,-68498327,-180897369,-151213041,-14415,-392513,2760,-8858,-18294,-12232
-58008296,-23784511,-83326193,67660529,-132475021,-70788348,-179470073,-152633945,70742,-390868,7764,-3360,-14678,16024
-57167787,-27447952,-85211516,65269570,-131285503,-73057898,-178029182,-154043284,152446,-370605,7371,4437,10600,20632
-56105942,-31005207,-87028878,62826556,-130057549,-75306317,-176574774,-155440927,227017,-333075,1749,9072,20214,-5239
-54833599,-34446217,-88776840,60333440,-128791511,-77532942,-175106929,-156826741,291185,-280225,-5127,7282,-39,-23362
-53361538,-37761838,-90454015,57792217,-127487756,-79737111,-173625728,-158200594,342126,-214524,-8489,446,-20246,-6978
-51700447,-40943758,-92059079,55204920,-126146664,-81918166,-172131254,-159562352,377503,-138907,-6181,-6714,-10558,19711
-49860896,-43984415,-93590763,52573620,-124768635,-84075449,-170623592,-160911884,395528,-56737,191,-9465,14707,17304
-47853331,-46876919,-95047860,49900422,-123354086,-86208307,-169102826,-162249057,395048,28245,6417,-5937,18246,-10666
-45688061,-49614991,-96429223,47187462,-121903451,-88316090,-167569044,-163573742,375649,112009,8236,1622,-5181,-22868
-43375256,-52192902,-97733768,44436912,-120417186,-90398157,-166022334,-164885806,337773,190352,4254,8015,-20963,-1301
-40924958,-54605418,-98960474,41650970,-118895767,-92453871,-164462784,-166185118,282811,259091,-2758,8704,-5797,22195
-38347079,-56847751,-100108382,38831864,-117339690,-94482611,-162890486,-167471548,213152,314299,-7866,3295,17918,12918
-35651418,-58915522,-101176599,35981844,-115749474,-96483767,-161305532,-168744966,132155,352586,-7658,-4375,15164,-15439
-32847673,-60804718,-102164295,33103190,-114125657,-98456750,-159708016,-170005241,44022,371381,-2390,-9172,-10006,-20979
-29945454,-62511664,-103070708,30198197,-112468791,-100400992,-158098032,-171252245,-46421,369179,4441,-7925,-20402,4458
-26954301,-64032991,-103895142,27269186,-110779444,-102315950,-156475677,-172485847,-134027,345718,8256,-1356,-685,23323
-23883703,-65365616,-104636965,24318492,-109058189,-104201105,-154841048,-173705920,-213674,302054,6318,6126,20036,7740
-20743118,-66506719,-105295615,21348468,-107305604,-106055963,-153194245,-174912335,-280628,240538,-107,9245,11156,-19270
-17541990,-67453728,-105870597,18361480,-105522266,-107880053,-151535367,-176104963,-330891,164684,-6475,5827,-14217,-17811
-14289777,-68204307,-106361483,15359908,-103708748,-109672925,-149864518,-177283678,-361497,78942,-8413,-1621,-18595,9952
-10995967,-68756345,-106767914,12346138,-101865614,-111434147,-148181799,-178448353,-370739,-11613,-4745,-8014,4466,23029
-7670106,-69107950,-107089599,9322570,-99993420,-113163299,-146487317,-179598859,-358296,-101658,2039,-9142,20929,2092
-4321822,-69257450,-107326314,6291604,-98092712,-114859967,-144781176,-180735073,-325229,-186018,7445,-4193,6464,-21928
-960844,-69203391,-107477907,3255648,-96164028,-116523743,-143063485,-181856867,-273851,-260045,7725,3602,-17558,-13559
2402963,-68944540,-107544292,217111,-94207902,-118154218,-141334353,-182964118,-207484,-319924,2554,8834,-15654,14838
5759583,-68479898,-107525452,-2821597,-92224864,-119750980,-139593889,-184056699,-130141,-362869,-4441,7784,9348,21330
9098812,-67808710,-107421438,-5858071,-90215450,-121313613,-137842207,-185134487,-46193,-387188,-8364,1292,20544,-3680
12410236,-66930482,-107232370,-8889906,-88180199,-122841701,-136079418,-186197359,39931,-392251,-6652,-6101,1374,-23247
15683205,-65844998,-106958437,-11914706,-86119659,-124334823,-134305639,-187245192,123982,-378374,-551,-9485,-19829,-8479
18906800,-64552356,-106599894,-14930081,-84034389,-125792560,-132520984,-188277863,202041,-346684,5899,-6611,-11760,18816
22069812,-63052987,-106157063,-17933651,-81924959,-127214498,-130725573,-189295251,270621,-298976,8338,711,13664,18327
25160708,-61347703,-105630336,-20923047,-79791951,-128600221,-128919523,-190297234,326717,-237597,4950,7507,18905,-9225
28167609,-59437735,-105020169,-23895916,-77635959,-129949324,-127102956,-191283693,367835,-165357,-1956,8956,-3798,-23145
31078265,-57324788,-104327085,-26849919,-75457588,-131261403,-125275993,-192254506,392026,-85473,-7503,4084,-20892,-2878
33880026,-55011095,-103551673,-29782733,-73257457,-132536063,-123438758,-193209556,397938,-1516,-7931,-3612,-7152,21644
36559828,-52499492,-102694585,-32692056,-71036198,-133772914,-121591377,-194148724,384887,82636,-3086,-8932,17146,14203
39104175,-49793494,-101756540,-35575607,-68794457,-134971577,-119733975,-195071891,352965,162884,3782,-8381,16111,-14209
41499126,-46897380,-100738319,-38431128,-66532896,-136131679,-117866681,-195978942,303156,235024,8104,-2248,-8735,-21632
43730292,-43816300,-99640765,-41256384,-64252193,-137252861,-115989624,-196869760,237437,294956,6830,5402,-20681,2900
45782845,-40556382,-98464786,-44049167,-61953044,-138334781,-114102935,-197744229,158831,338953,728,9211,-2107,23152
47641531,-37124862,-97211348,-46807299,-59636161,-139377113,-112206746,-198602235,71363,363988,-5901,6477,19578,9215
49290711,-33530221,-95881479,-49528629,-57302272,-140379558,-110301191,-199443664,-20125,368065,-8455,-776,12329,-18329
50714410,-29782339,-94476266,-52211039,-54952111,-141341841,-108386407,-200268404,-110295,350493,-5329,-7538,-13137,-18800
51896394,-25892663,-92996853,-54852444,-52586421,-142263719,-106462529,-201076341,-193724,312032,1308,-9346,-19208,8502
52820286,-21874377,-91444443,-57450793,-50205942,-143144974,-104529696,-201867365,-265366,254871,7065,-4979,3070,23249
53469704,-17742593,-89820295,-60004072,-47811406,-143985417,-102588048,-202641366,-320958,182450,8005,2741,20813,3669
53828453,-13514538,-88125721,-62510304,-45403540,-144784880,-100637726,-203398234,-357341,99166,3337,8512,7793,-21331
53880760,-9209737,-86362090,-64967552,-42983053,-145543216,-98678873,-204137860,-372638,10006,-3705,8221,-16739,-14820
53611575,-4850187,-84530821,-67373918,-40550644,-146260290,-96711634,-204860137,-366329,-79829,-8163,2139,-16564,13581
53006926,-460504,-82633386,-69727548,-38106998,-146935977,-94736154,-205564959,-339198,-165278,-7068,-5433,8062,21927
52054351,3931970,-80671307,-72026630,-35652786,-147570157,-92752581,-206252219,-293211,-241735,-1284,-9424,20778,-2101
50743392,8297130,-78646154,-74269397,-33188674,-148162715,-90761064,-206921815,-231316,-305300,5337,-7219,2783,-23028
49066161,12602141,-76559545,-76454129,-30715317,-148713535,-88761752,-207573641,-157193,-352963,8363,-195,-19323,-9932
47017955,16811597,-74413144,-78579152,-28233368,-149222500,-86754799,-208207595,-74992,-382703,5597,6930,-12913,17829
44597910,20887811,-72208661,-80642841,-25743480,-149689494,-84740356,-208823577,10939,-393516,-1130,9127,12562,19265
41809660,24791271,-69947847,-82643621,-23246307,-150114398,-82718579,-209421486,96298,-385365,-7069,4849,19474,-7747
38661950,28481275,-67632497,-84579967,-20742508,-150497098,-80689625,-210001223,177020,-359084,-8138,-2810,-2391,-23317
35169173,31916757,-65264446,-86450405,-18232748,-150837477,-78653650,-210562690,249424,-316255,-3754,-8616,-20728,-4435
31351742,35057286,-62845566,-88253516,-15717700,-151135428,-76610815,-211105791,310304,-259074,3100,-8761,-8473,20992
27236255,37864212,-60377768,-89987934,-13198042,-151390844,-74561279,-211630429,356986,-190240,7882,-3108,16293,15430
22855396,40301907,-57863000,-91652345,-10674461,-151603627,-72505206,-212136512,387361,-112857,7276,4632,16978,-12924
18247515,42339009,-55303241,-93245496,-8147653,-151773688,-70442758,-212623945,399914,-30363,1561,9091,-7421,-22184
13455908,43949592,-52700505,-94766185,-5618320,-151900944,-68374101,-213092637,393765,53529,-5267,7077,-20868,1328
8527781,45114148,-50056836,-96213270,-3087174,-151985321,-66299401,-213542497,368735,134890,-8425,86,-3512,22876
3512989,45820311,-47374309,-97585667,-554937,-152026756,-64218827,-213973437,325433,209659,-5869,-6996,19027,10655
-1537388,46063236,-44655024,-98882350,1977659,-152025196,-62132548,-214385369,265368,273767,572,-9469,13445,-17310
-6572513,45845618,-41901111,-100102352,4509870,-151980604,-60040734,-214778206,191040,323341,6628,-5710,-12001,-19697
-11543199,45177352,-39114719,-101244768,7040940,-151892958,-57943559,-215151864,105996,354987,8209,1863,-19736,7006
-16403148,44074880,-36298025,-102308750,9570100,-151762258,-55841195,-215506258,14767,366141,4088,8111,1666,23364
-21109972,42560301,-33453225,-103293515,12096574,-151588532,-53733819,-215841307,-77347,355435,-2929,8587,20599,5229
